"Business Name","Doing Business As","Business Address","Business Geo Location"
"MUIR HUT LLC","TRAIL HUT","114 N 2ND ST","POINT (-77.44133 37.54331)"
"ESITECH INC",,"2506 WACO ST","POINT (-77.52679 37.61281)"
"MOBILE KUTZ LLC",,"3402 RYBURN RD","POINT (-77.43669 37.47817)"
"A. M. ELECTRICAL SERVICE LLC",,"4441 MELODY DR","POINT (-77.47923 37.45627)"
"FIRST DOMINION CAPITAL CORP",,"8730 STONY POINT PKWY 205","POINT (-77.56426 37.55126)"
"GRAEBER HOMES LLC",,"8212 KINGS DOWN CT","POINT (-77.55797 37.58256)"
"TK ELEVATOR CORPORATION","ATTN: TAX DEPT","9474 KING AIR CT B","POINT (-77.43032 37.69299)"
"TWO DOGS ON THE TABLE LLC","LITTLE HOUSE GREEN GROCERY","1227 BELLEVUE AVE","POINT (-77.45355 37.59093)"
"GEDDES NORMA","GEDDES GLASS","3430 HANOVER AVE","POINT (-77.48353 37.55955)"
"SHERWIN-WILLIAMS AUTOMOTIVE FINI #9108",,"1610 OWNBY LN","POINT (-77.45996 37.56422)"
"STANFIELD STEPHEN",,"7112 SOUTH DR","POINT (-77.52202 37.54407)"
"HAWTHORNE CORPORATION",,"102 LIBBIE AVE","POINT (-77.51904 37.57121)"
"MICHAEL JOHNSON CONSTRUCTION LLC",,"4783A BELL RD","POINT (-77.97998 37.60007)"
"SUSAN DAY CONSULTING LLC",,"1411 LABURNUM PARK BLVD","POINT (-77.45585 37.58128)"
"QUERELLE LLC",,"401 STRAWBERRY ST","POINT (-77.46685 37.55532)"
"NODROG LLC","SAGE WEALTH ADVISORS","9020 STONY POINT PKWY 385","POINT (-77.56869 37.55398)"
"AYALA TREE SERVICE & LANDSCAPING LLC",,"22 E 31ST ST","POINT (-77.46473 37.51064)"
"HAVANA 59 ONE LLC","HAVANA 59","16 N 17TH ST","POINT (-77.42823 37.53412)"
"VIRGINIA PSYCHOLOGY LLC",,"412 LIBBIE AVE","POINT (-77.5178 37.57516)"
"VENTURE RICHMOND EVENTS LLC",,"200 S 3RD ST","POINT (-77.44357 37.53952)"
"L J SWAIN COMPANY LLC",,"1800 ROSENEATH RD","POINT (-77.47091 37.57203)"
"K & J MARKETS INC","SPEED MART","2700 BROAD ROCK BLVD","POINT (-77.48 37.48075)"
"LEVTRAN ENTERPRISES VIRGINIA INC","D T L R","1500 W BROAD ST C","POINT (-77.45556 37.55376)"
"ROBINSON GAREISS LC","RGI","3805 GASKINS RD","POINT (-77.56947 37.64079)"
"UNLIMITED AIR MECHANICAL LLC",,"2104 N HAMILTON ST","POINT (-77.47518 37.57547)"
"THE VIRGINIA BARRISTERS ALLIANCE INC",,"1111 E MAIN ST 905","POINT (-77.43427 37.53701)"
"DENT BRIAN C",,"613 MAPLE AVE","POINT (-77.51806 37.57866)"
"MAIN STREET SPA & SALON INC",,"24 S AUBURN AVE","POINT (-77.48244 37.55399)"
"K & G ELECTRICAL CONSULTATION SERVICES",,"228 CASEY STREET","POINT (-77.44741 37.54351)"
"7-ELEVEN INC","7-ELEVEN #40015J","5024 BROOK RD","POINT (-77.45459 37.60082)"
"RML ARCHITECTURE PLLC","RML ARCHITECTURE","303 CEDAR ST","POINT (-77.42405 37.53511)"
"BLUE GOAT CORPORATION","BEIJING ON GROVE","5710 GROVE AVE","POINT (-77.5177 37.57304)"
"3 IDTS INC","SCOTTS PROVISIONS MARKET","1400 ROSENEATH RD","POINT (-77.47462 37.5692)"
"H J HOLTZ & SON INC",,"3106 W MOORE ST","POINT (-77.47012 37.56823)"
"GOLDSMITH ADAM","ADAM N GOLDSMITH PHOTOGRAPHY","3101 DURYEA COURT","POINT (-77.58383 37.53917)"
"TRUE FAMILY SERVICES LLC","TRUE FAMILY SERVICES","422 E FRANKLIN ST","POINT (-77.43933 37.54138)"
"WELLS FARGO BANK NA",,"3201 W CARY ST","POINT (-77.48222 37.55371)"
"SILVER BRAMBLE JEWELRY LLC",,"2902 W CARY ST","POINT (-77.47776 37.55213)"
"ARBOL VENTURES LLC",,"406 CLEVELAND ST","POINT (-77.478 37.55964)"
"BROWN MOSGHETTI F","TRI CITY CONCESSIONS","900 E BROAD ST","POINT (-77.43342 37.54052)"
"DOMINION CONSTRUCTION PARTNERS LLC",,"4198 COX RD 107","POINT (-77.54588 37.57636)"
"WATT HAMLETT CONSULTING LLC",,"1101 HAXALL PT 602","POINT (-77.43746 37.53361)"
"CARRINGTON LATORIA MONIQUE","LITTLE HEARTS","3917 HOPKINS RD","POINT (-77.46967 37.46799)"
"DIAMOND DOG HOUSE LLC",,"1712 ELLEN RD","POINT (-77.46509 37.57436)"
"BOMBOLINI LLC",,"1606 W MAIN ST","POINT (-77.46125 37.54758)"
"GOLDEN FOOD MART INC","GOLDEN FOOD MART","1401 CHESTNUT ST","POINT (-77.42486 37.55923)"
"NEXUS ENERGY SYSTEMS LLC",,"11044 RICHARDSON RD A29","POINT (-80.77078 36.83846)"
"DOSE GUARDIAN LLC",,"6130 MIDLOTHIAN TPKE","POINT (-77.50877 37.50475)"
"THE DRYING CO LLC","THERMAL TEC","8105 RICHMOND ROAD","POINT (-76.72215 37.95137)"
"CHRISTIAN FINANCIAL GROUP LLC","APEX FINANCIAL GROUP","1418 W MARSHALL ST 220","POINT (-77.45439 37.55442)"
"MPKAMRAS CONSULTING LLC",,"3819 SEMINARY AVE","POINT (-77.44964 37.58732)"
"MORENO CONCRETE LLC",,"2900 RICHMOND HWY","POINT (-77.44497 37.48468)"
"LABELLA ASSOCIATES DPC",,"1604 OWNBY LN","POINT (-77.45825 37.56344)"
"ABLE SECURITY PLUS INC","A ABLE CONSTRUCTION","3814 MIDLOTHIAN TPKE","POINT (-77.47611 37.51005)"
"AFFORDABLE LAWN CARE & REMOVAL SERVICES",,"3930 RUSK AVE","POINT (-77.46797 37.46976)"
"BLACK DOG COLLECTABLES LLC",,"3038 MOSS SIDE AVE","POINT (-77.44081 37.57437)"
"GAMMONS GROUP INC",,"6530 BUCKHILL RD","POINT (-77.51161 37.54183)"
"CLP IND, LLC",,"45 MALVERN AVE 4","POINT (-77.49311 37.56116)"
"CRAIG PLUMBING CO LTD",,"503 OAKFORD CREST","POINT (-77.40758 37.51779)"
"ALLEN ELNORA H","PRESENCE PLACE","6146 MERRIFIELD DR","POINT (-77.51032 37.52271)"
"TARRANTS LLC","TARRANTS CAFE","1 W BROAD ST","POINT (-77.442 37.54568)"
"THE WILLIAMS CITY FARM, LLC","GARDEN CARDS AND GARDENING STUFF","3618 EDGEWOOD AVE","POINT (-77.43872 37.58273)"
"BLACK JADE YOGA LLC","THE YOGI NEXT DOOR","1803 HALIFAX AVE","POINT (-77.44067 37.50834)"
"ZIPOLITE LIFE LLC","LA PLAYA MEXICAN FOOD & MARISCOS","2617 W BROAD ST","POINT (-77.46794 37.56116)"
"PALLETS DISCOUNT LLC",,"2214 SEMINARY AVE","POINT (-77.44514 37.56286)"
"BOYCE LAW PLC",,"4402 S WILLETTA DR","POINT (-77.49829 37.56249)"
"BINGENHEIMER HOLDINGS INC","NEIGHBORHOOD LAUNDROMAT CLEVELAND ST","408 N CLEVELAND ST","POINT (-77.47798 37.55967)"
"A AND R TAX SERVICES LLC",,"6108 JAHNKE ROAD","POINT (-77.50959 37.52062)"
"BLIND IMAGERY LLC","SMOKE JOE'S BBQ","900 E BROAD ST","POINT (-77.43342 37.54052)"
"ANNIE ABERNETHY LPC LLC",,"2920W BROAD ST.","POINT (-77.47229 37.56423)"
"GIGGLES SMOKE LLC",,"1500 SEMMES AVE","POINT (-77.45129 37.52342)"
"THE BOATHOUSE AT ROCKETTS LANDING LLC","THE BOATHOUSE AT ROCKETTS LANDING","4708 OLD MAIN ST","POINT (-77.41579 37.51807)"
"SAHARA INVESTMENT INC","EXXON FOOD MART","2607 CHAMBERLAYNE AVE","POINT (-77.44408 37.56717)"
"ROSELINE FINANCIAL GROUP LLC",,"140 VIRGINIA ST 300","POINT (-77.4336 37.53339)"
"WILSON BODY WORKS INC",,"225 E BELT BLVD","POINT (-77.4801 37.50581)"
"JANNEY MONTGOMERY SCOTT LLC",,"1021 E CARY ST 1000","POINT (-77.43546 37.53637)"
"SOUTHERN AIR INC",,"2655 LAKESIDE DR","POINT (-79.23261 37.39462)"
"DOMINION LAW PLLC",,"530 E MAIN ST 510","POINT (-77.43931 37.54001)"
"S L WILHELM AND COMPANY INC",,"8530 SANFORD DR","POINT (-77.50395 37.62916)"
"MAO PHARMACY INC","WESTWOOD PHARMACY INC","5823 PATTERSON AVE","POINT (-77.51611 37.58036)"
"EL FUEGO BAR AND GRILL LLC",,"1734 BROAD ROCK BLVD","POINT (-77.47188 37.4914)"
"COMMONWEALTH CAPITAL INVESTMENTS LLC",,"2507 E BROAD ST","POINT (-77.41841 37.53141)"
"MARTIN'S CAR CARE & REPAIR INC",,"3200 ROSEDALE AVE","POINT (-77.46898 37.57428)"
"CRAVEN ELECTRICAL SERVICES OF VIRGINIA",,"464 SOUTHLAKE BLVD","POINT (-77.60201 37.49959)"
"HOLY CHIC COMPANIES LLC",,"1529 W MAIN ST","POINT (-77.46049 37.5473)"
"CORNERSTONE REALTY GROUP INC",,"814 E MAIN ST","POINT (-77.43671 37.53846)"
"WILLS FINANCIAL GROUP INC",,"704 LIBBIE AVE","POINT (-77.51521 37.57838)"
"OPTUM WOMENS AND CHILDRENS HEALTH LLC",,"9020 STONY POINT PKWY","POINT (-77.56869 37.55398)"
"DIAZ & DIAZ CONTRACTORS LLC",,"213 MAPLE AVE","POINT (-77.51987 37.57274)"
"EMBODYWORK",,"8 N ROBINSON ST","POINT (-77.4729 37.55254)"
"SYMPHONY DIAGNOSTIC SERVICES NO 1 INC","MOBILEX USA","4112 FITZHUGH AVE","POINT (-77.48495 37.57353)"
"RICHMOND METRO HABITAT FOR HUMANITY INC",,"2281 DABNEY RD A","POINT (-77.48347 37.58715)"
"GRAVES ROBERT H","GROUNDS MASTER OF VIRGINIA","4201 SOUTHAVEN RD","POINT (-77.58752 37.55285)"
"PATEL BHAVIN B","TRAVEL INN","6511 MIDLOTHIAN TPKE","POINT (-77.51573 37.50283)"
"BENDER ELLIOTT B",,"6 W BROAD ST","POINT (-77.4422 37.54581)"
"BATEAU LLC","A COFFEE AND WINE EXPERIENCE","301 VIRGINIA ST AL1","POINT (-77.43379 37.53296)"
"BLUE RIDGE CUSTOM HOMES LLC","BLUE RIDGE HOMES LLC","1186 LICKINGHOLE ROAD","POINT (-78.01529 37.65244)"
"WAFFLES ON WHEELS RVA LLC","WAFFLES ON WHEELS RVA","107 N ARTHUR ASHE BLVD","POINT (-77.47482 37.55411)"
"BLAIR WILLIAM POWELL II","WILLIAM BLAIR BOOKS","1721 OAKDALE AVE","POINT (-77.46411 37.57912)"
"D K WALTERS BUILDER INC",,"3508 W HUNDRED ROAD","POINT (-77.43208 37.35947)"
"RUM AND DONE LLC","SLURP! RAMEN","2416 JEFFERSON AVE","POINT (-77.41608 37.53507)"
"MP RVA 7 LLC","MARCO'S PIZZA 2043","2518 SHEILA LN","POINT (-77.53275 37.53604)"
"EVANS BRIDGET",,"1705 WESTOVER HILLS BLVD","POINT (-77.48729 37.52409)"
"VISUAL ARTS CENTER OF RICHMOND",,"1812 W MAIN ST","POINT (-77.46393 37.54853)"
"THE RAILROAD EMPLOYEES CLUB INC",,"2306 CHAMBERLAYNE AVE","POINT (-77.44396 37.56441)"
"ALSKO JOHN A II",,"5719 FOREST HILL AVE","POINT (-77.50339 37.52988)"
"ARCHERS HEATING & AIR LLC",,"PO BOX 334",
"A AND J ELECTRIC CO INC",,"8089 CROWN COLONY PKWY","POINT (-77.37517 37.6644)"
"VIRGINIA BIOSOLIDS COUNCIL",,"1011 E MAIN ST 400","POINT (-77.43491 37.53739)"
"HERCULES FENCE CO INC","HERCULES FENCE CO","11074 AIR PARK ROAD","POINT (-77.43503 37.70334)"
"PAINTING STAR LLC",,"5005 OLD MIDLOTHIAN TPKE 7","POINT (-77.49041 37.50753)"
"MOREKA'S INC","MOREKA'S BP/AMOCO","2869 BROAD ROCK BLVD","POINT (-77.4804 37.47806)"
"LUCKY AF, LLC","LUCKY AF","3103W LEIGH ST","POINT (-77.47121 37.56747)"
"HHHUNT HOMES LC",,"11237 NUCKOLS RD","POINT (-77.58777 37.67862)"
"HADEED MERCER CARPET CLEANING INC",,"3116 W MOORE ST","POINT (-77.47077 37.56855)"
"DOMINION SALVAGE CORP",,"607 DINWIDDIE AVE","POINT (-77.434 37.51786)"
"DON'T LOOK BACK HOSPITALITY LLC","DONT LOOK BACK HOSPITALITY","3306 W BROAD ST","POINT (-77.4761 37.56712)"
"THORNTON III JOHN R","THORNTON ENTERPRISES","3563 LOCHINVAR DR","POINT (-77.57833 37.54586)"
"GARTHRIGHT DENISE H",,"7567 INGELNOOK CT","POINT (-77.53325 37.54153)"
"EASY IN YOUR BONES LLC","EASY IN YOUR BONES","2039 W GRACE ST","POINT (-77.46302 37.55693)"
"THE HUMAN CAPITAL THEORY LLC",,"617 N 31ST ST","POINT (-77.4103 37.53149)"
"POOJA ROSHANI LLC","FASTOP","8764 W HUGUENOT ROAD","POINT (-77.55949 37.53963)"
"VIRGINIA CVS PHARMACY LLC","CVS/PHARMACY #1988","3514 W CARY ST 3","POINT (-77.48663 37.55587)"
"R J SMITH GENERAL CONTRACTING INC",,"1711 REYMET RD","POINT (-77.4116 37.389)"
"THAISTUDIO LLC","THAISTUDIO RESTAURANT","516 N 2ND ST","POINT (-77.43853 37.54691)"
"WHITEHEAD MICHAEL A","WE WORK 4 U","1415 NATIONAL ST","POINT (-77.39905 37.51547)"
"MISFITS STUDIO LLC",,"2606 W CARY ST 4","POINT (-77.47434 37.55091)"
"DICKINSON WILLIAMS & COMPANY INC",,"1210 E CARY ST","POINT (-77.43415 37.53558)"
"HEALTHY HAIR REPUBLIC LLC","HEALTHY HAIR REPUBLIC","203 HULL ST D","POINT (-77.43658 37.52574)"
"LR HOME SERVICES VIRGINIA LLC","MIGHTY DOG ROOFING OF RICHMOND","2010 CHAMBERLAYNE AVE","POINT (-77.44279 37.56138)"
"OTIS ELEVATOR CO A CORP",,"1642 OWNBY LANE","POINT (-77.45871 37.56343)"
"TUCKAHOE TITLE AGENCY LLC",,"4900 AUGUSTA AVE 150","POINT (-77.4961 37.57932)"
"EL GORDO LLC",,"900 E BROAD ST","POINT (-77.43342 37.54052)"
"SOUL-ICE VENDING INC",,"900 E BROAD ST","POINT (-77.43342 37.54052)"
"CHARLOTTESVILLE AQUATICS INC",,"3275 BERKMAR DR","POINT (-78.47494 38.08963)"
"SOUTHERN MARYLAND CABLE INC","SMCIS","5932 OLD SOLOMONS ISLAND RD",
"RAVEN ENTERPRISES LLC","RAVEN RECORDINGS","3217 BROOK ROAD","POINT (-77.44986 37.57734)"
"CONTACT LENS SPECIALIST INC","RIVERFRONT OPTICAL","901 E BYRD ST 160","POINT (-77.4386 37.53501)"
"JACKSON DARRYL","TINTMASTER","937 BARLEN DR","POINT (-77.50011 37.49554)"
"ENCORE CONSTRUCTION INC",,"2014 RENARD CT",
"MANCHESTER GARDENING LLC",,"3204 ROSEDALE AVE","POINT (-77.46962 37.57554)"
"RUSTICITY DECOR LLC",,"3126 W GRACE ST","POINT (-77.4752 37.56423)"
"RICHMOND MOBILE MEDIA LLC",,"1701 RICHMOND HWY A","POINT (-77.44606 37.49668)"
"FRANKS H TYLER","RVA TAX SOLUTIONS","4412 WAUMSETTA ROAD","POINT (-77.55259 37.55556)"
"WAFF CONSTRUCTION LLC",,"3014 GROVE AVE","POINT (-77.47747 37.55604)"
"RICHMOND AUTO AUCTION OF VIRGINIA INC","RICHMOND AUTO AUCTION","3600 DEEPWATER TERMINAL RD","POINT (-77.42832 37.47493)"
"COLBERT NELSON L","CLOTHES CONNECTION","900 E BROAD ST","POINT (-77.43342 37.54052)"
"POWELL JAMES M.","JIM POWELL PRODUCTION SERVICES","1514 NOTTOWAY AVE","POINT (-77.45958 37.58816)"
"AHMAD ENTERPRISES LLC","NEW YORK CHICKEN AND GRILL","3203 RICHMOND HWY","POINT (-77.44431 37.4799)"
"MICARI SUSAN MARIE","EDTHERAPY 360","1109 WEST AVE","POINT (-77.45568 37.55002)"
"SUPER FUN RVA LLC","BINGO AND BINGO BEER COMPANY","2900 W BROAD ST","POINT (-77.4717 37.56344)"
"CAIN TRANSPORTATION SERVICES LLC",,"1942 BROAD ROCK BLVD","POINT (-77.47272 37.48988)"
"MORGAN-KELLER INC",,"70 THOMAS JOHNSON DR 200","POINT (-76.7545 37.95768)"
"SLICEOFTHEACTION CORP","HOT FOR PIZZA","1301 W LEIGH ST","POINT (-77.45072 37.55537)"
"NORTHSIDE OUTREACH CENTER INC",,"3076 MEADOWBRIDGE ROAD","POINT (-77.41932 37.57173)"
"MAIN STREET SMOKE LLC","HIGH STREET","1217 E MAIN ST","POINT (-77.43316 37.53634)"
"SOUTHERN VETERINARY PARTNERS LLC",,"5322 PATTERSON AVE","POINT (-77.51007 37.57694)"
"MOBILEDUMPS LLC",,"1051 E CARY ST","POINT (-77.43549 37.53503)"
"MAKE :: SPACE STUDIO LLC",,"2429 E MARSHALL ST","POINT (-77.41848 37.53278)"
"DUNKUM INC",,"1606 WOOD GROVE CIR","POINT (-77.62881 37.61086)"
"POLLARD & BAGBY INC",,"2 S 5TH ST","POINT (-77.44031 37.54)"
"K5 CORPORATION","MCLEANS","3205 W BROAD ST","POINT (-77.47467 37.56591)"
"J VONDERLEHR LLC",,"2526 CHAMBERLAYNE AVE","POINT (-77.44428 37.56626)"
"OCULUS CONSTRUCTION LLC",,"11705 S BRIAR PATCH DR","POINT (-77.61687 37.51939)"
"SUNRISE MARKET INC","CHURCH HILL MARKET","1308 N 22ND ST","POINT (-77.41291 37.54229)"
"SOUTHAMPTON RECREATION ASSOCIATION",,"3201 CHELLOWE RD","POINT (-77.53087 37.54341)"
"DEBBIE HINKLE INC",,"1200 CONFEDERATE AVE",
"J & J BUILDERS LLC",,"3615 RUSK AVE","POINT (-77.46331 37.46708)"
"RIVER CITY MOTORSPORTS INC",,"1510 WEBSTER ST","POINT (-77.44644 37.55682)"
"NARCISO INC",,"815 PORTER ST 205","POINT (-77.44309 37.52439)"
"CASA DE EMPENOS MORALES",,"5701 HULL ST RD H","POINT (-77.49623 37.48634)"
"1800 PLUMBER RICHMOND VA",,"6301 OLD WARWICK RD E","POINT (-77.51213 37.50125)"
"STORY EYES ENTERTAINMENT LLC","STORY EYES ENTERTAINMENT","3901 ROSEDALE AVE","POINT (-77.46819 37.58512)"
"JUSTICE FILMS LLC",,"28 N 20TH ST","POINT (-77.42514 37.53251)"
"HOUSE OF MERRITT LLC","MERRITTS","1801 HIGHPOINT AVE G","POINT (-77.46903 37.57038)"
"CHELE'S & SON COMPANY INC",,"9240 BRUNDIDGE RD","POINT (-77.56907 37.49177)"
"DONEGAN-SALTER KAREN L",,"3525 BOWLAND RD","POINT (-77.49712 37.46646)"
"NGM3 LLC","NATIONAL GOURMET MARKET","5091 FOREST HILL AVE","POINT (-77.49118 37.52277)"
"MOSES PHILMORE S","CARIBBEAN GRILL & JUICES","900 E BROAD ST","POINT (-77.43342 37.54052)"
"CANADA CONTRACTING CO INC",,"1600 PORTUGEE PLACE","POINT (-77.38604 37.49364)"
"BAGBY ELECTRIC OF VIRGINIA INC",,"11194 LEADBETTER RD","POINT (-77.4428 37.71048)"
"DAVIS WILLIAM J",,"1641 W BROAD ST","POINT (-77.45769 37.55504)"
"KR SEAFOOD LLC","SIMS SEAFOOD","3916 HULL STREET RD","POINT (-77.47229 37.50301)"
"JULIA WHITE INTERIORS LLC",,"220 QUEEN CHARLOTTE RD","POINT (-77.49333 37.55154)"
"AUSTIN MARGARET D",,"205 E OXFORD CIR","POINT (-77.49886 37.55508)"
"BROAD STREET COMEDY INC","COALITION THEATER","8 W BROAD ST","POINT (-77.44227 37.54585)"
"MOES 3 LLC","VAPE STOP","1510 W BROAD ST C","POINT (-77.45584 37.55418)"
"JONES INVESTMENT GROUP INC",,"1701 JEFFERSON DAVIS HWY","POINT (-77.44606 37.49668)"
"RYAN INCORPORATED","PLANTHOUSE","1601 ROSENEATH RD","POINT (-77.47272 37.57065)"
"BROOKS EMANUEL",,"100 E BROAD ST","POINT (-77.44095 37.54504)"
"LIL DIM SUM LLC",,"900 E BROAD ST","POINT (-77.43342 37.54052)"
"THE WEIGHT ROOM LLC","THE WEIGHT ROOM","9200 STONY POINT PKWY 153","POINT (-77.57198 37.54986)"
"SUMMIT DESIGN AND ENGINEERING SVCS PLLC",,"2201 W BROAD ST 204","POINT (-77.4629 37.55814)"
"FOODS FOR A CHANGE LLC",,"900 E BROAD ST","POINT (-77.43342 37.54052)"
"ADVANTUS STRATEGIES LLC",,"1011 E MAIN ST SUITE 400","POINT (-77.43491 37.53739)"
"EMC MECHANICAL SERVICES LLC",,"1802 ELLEN RD","POINT (-77.4655 37.57435)"
"YASIN AUTOMOTIVE INC",,"6207 JAHNKE RD","POINT (-77.51046 37.52016)"
"A CRANBERRY WEEKEND LLC","LIFE VICTORIES/ BOOKSMART BUSINESS SER","4630 HAWORTH ROAD","POINT (-77.47832 37.47933)"
"CHRISTOPHER A BARTA DDS PLLC","LIBBIE DENTAL","501 LIBBIE AVE","POINT (-77.5175 37.57595)"
"METRO TREATMENT OF VA LP","RICHMOND TREATMENT CENTER","2217 E FRANKLIN STREET","POINT (-77.42261 37.53122)"
"THE 3FIFTY GROUP LLC","KILLING SUPERWOMAN","2701 NORTHUMBERLAND AVE","POINT (-77.44759 37.56782)"
"RVA ROTI LLC","CURRY'S","119 E LEIGH ST","POINT (-77.43756 37.54751)"
"TRUQUALITY CONSTRUCTION REMODELING LLC",,"9299 RURAL POINT DR","POINT (-77.36933 37.66044)"
"ADVANCE STORES CO INC","ADVANCE AUTO PARTS #2210","3020 JEFFERSON DAVIS HWY","POINT (-77.44481 37.48103)"
"ION DEVELOPER LLC",,"4801 N UNIVERSITY AVE 900",
"MINORS FENCES INC",,"12174 WASHINGTON HWY","POINT (-77.47006 37.73707)"
"THE ASSIST XCHANGE KREATIVE ENDEAVORS LL","THE ASSIST XCHANGE","101 N 5ST ST","POINT (-77.43885 37.54149)"
"7 HILLS ADVISORS LLC",,"503 LIBBIE AVE 1A","POINT (-77.51722 37.57597)"
"BUSINESS RESEARCH & MGT CONSUL",,"116 BRANDON ROAD","POINT (-77.48596 37.50684)"
"CLARK NEXSEN INC",,"1111 E MAIN ST 1905","POINT (-77.43427 37.53701)"
"FU JIAN CHINESE RESTAURANT",,"2001 W MAIN ST","POINT (-77.46598 37.54925)"
"GIBSON MOORE APPELLATE SERVICES LLC",,"206 E CARY ST","POINT (-77.44313 37.54098)"
"GRIFFITH HEATING AND COOLING INC",,"12601 WILFONG DR","POINT (-77.626 37.4574)"
"AWAS AFRICAN HAIR BRAIDING LLC",,"3062 MEADOWBRIDGE RD","POINT (-77.41952 37.57203)"
"R W PEAK CONSTRUCTION & REMODELING LLC",,"8120 TIMBERLAKE LN","POINT (-77.37785 37.66122)"
"AMERICA'S BEST CONTACTS & EYEGLASSES INC","#5761","2400 SHEILA LANE","POINT (-77.53314 37.53486)"
"T-MANIA RVA LLC","T-MANIA","6540 MIDLOTHIAN TPKE A","POINT (-77.51704 37.50322)"
"AUTOMATIC LAUNDRY SERVICE OF VA",,"10110 UPPINGHAM TER","POINT (-77.58238 37.55382)"
"LANE H SANDERSON LLC",,"117 S WILTON RD","POINT (-77.5181 37.56512)"
"REST-ON-SEVEN LLC",,"6200 NICOLET ROAD","POINT (-77.5117 37.53029)"
"AL GLEESON ELECTRICAL CO INC",,"4710 UPSHUR ST",
"BROWN HUGH JR","VIRGINIA JUDGEMENT RECOVERY","4011 BARTH ROAD","POINT (-77.48866 37.46265)"
"COLEMANS DENTAL STUDIO LLC","COLEMAN DENTAL STUDIO","2010 W MAIN ST","POINT (-77.46635 37.54939)"
"EY GOVERNMENT SERVICES LLC",,"2100 E CARY ST 201","POINT (-77.42529 37.53012)"
"OUR LIFE, LLC","STELLA'S GROVE AVENUE","5802 GROVE AVE","POINT (-77.51863 37.57299)"
"SHERIDAN CHILDRENS HEALTHCARE SVRS OF VA",,"7101 JAHNKE ROAD","POINT (-77.52552 37.51447)"
"ANTHONYS PIZZA LLC","ANTHONYS PIZZA CARYTOWN","3129 W CARY ST","POINT (-77.48143 37.55344)"
"LOUIS JOYCE","SWEET CHEEKS FACE PAINTING & BALLOON ART","910 ADMIRAL GRAVELY BLVD","POINT (-77.40498 37.51906)"
"RITE AID OF VIRGINIA INC","RITE AID PHARMACY #3715","520 W BROAD ST","POINT (-77.44686 37.54859)"
"HEALTHY HEARTS PLUS II INC","MOMMIES BELLIES BABIES & DADDIES","436 CALHOUN ST 135","POINT (-77.44041 37.55377)"
"VA ENTERPRISE CENTER INC","VA CIGARETTES CIGARS CLUB AND MORE","4630 N SOUTHSIDE PLAZA","POINT (-77.47628 37.5037)"
"HOLY CHIC COMPANIES LLC","SKIN X HC","2300 W MAIN ST","POINT (-77.46969 37.55057)"
"GWALTNEY GARDENS LLC",,"2421 BARTON AVE","POINT (-77.43191 37.56561)"
"NEWVIA, LLC",,"3806 TOMACEE RD","POINT (-77.49245 37.55602)"
"DJB LOGISTICS LLC",,"2200 SUMMER HILL AVE H","POINT (-77.4393 37.4812)"
"TORTILLERIA AZTECA LLC","AZTECA RESTURANT","3001 JEFFERSON DAVIS HWY","POINT (-77.44444 37.48263)"
"AWAD CONCRETE CONSTRUCTION INC",,"4109 STUART AVE","POINT (-77.49178 37.56446)"
"THE PARK RVA LLC",,"1407 CUMMINGS DR","POINT (-77.45489 37.56912)"
"LOTUS WELLNESS & COUNSELING PLLC",,"17 E MAIN ST","POINT (-77.44381 37.54271)"
"THIRDLINE CAPITAL MANAGEMENT LLC",,"1310 ROSENEATH RD","POINT (-77.4758 37.56909)"
"ALDI INC",,"7319 FOREST HILL AVE","POINT (-77.53108 37.53655)"
"CHIPPERS ENTERPRISES LLC","BANDITOS","2905 PATTERSON AVE","POINT (-77.4735 37.55973)"
"CLAYD MARKET LLC",,"1211 W BROAD ST","POINT (-77.45284 37.55193)"
"UNITED RENTALS (NORTH AMERICA) INC",,"1500 COMMERCE RD","POINT (-77.43085 37.50795)"
"HARTS PROVISIONS",,"923 N 27TH ST","POINT (-77.41134 37.53645)"
"INSULATION SPECIALTIES INC",,"501 WESTOVER AVE","POINT (-77.48844 37.51213)"
"JMJ ENTERPRISES LLC","HONEY WHYTES ALL AMERICAN CAFE","2116 E MAIN ST","POINT (-77.42437 37.53091)"
"CAREY W PARKER INC","AMERIPRISE FINANCIAL","418 LIBBIE AVE","POINT (-77.51765 37.57563)"
"SUGAR & SALT RVA LLC",,"416 N 2ND ST","POINT (-77.43875 37.54603)"
"HARBERT MANAGEMENT CORPORATION","HMC-VIRGINIA INC","5702 GROVE AVE 220","POINT (-77.51711 37.57305)"
"SUPERIOR SIGNS LLC",,"2510 WILLIS RD","POINT (-77.4298 37.40058)"
"MDT LLC","MCDONALD'S","4110 HULL STREET ROAD","POINT (-77.47627 37.50105)"
"THE FRESH MARKET INC","THE FRESH MARKET","10 N NANSEMOND ST B","POINT (-77.48634 37.55711)"
"KALFOGLOU CYNTHIA","GUS'S SHOE REPAIR","528 E MAIN ST","POINT (-77.43938 37.54005)"
"SANDHU CORPORATION OF VIRGINIA","DELTA HOTELS RICHMOND DOWNTOWN","555 E CANAL ST","POINT (-77.44098 37.53831)"
"WORKFLOW RECRUITING SOLUTIONS LLC",,"904 MILTON AVE","POINT (-77.41833 37.57681)"
"MOTOR VEHICLE SOFTWARE CORPORATION","VITU","2916 W MARSHALL ST C","POINT (-77.47106 37.56436)"
